1.72,2
3.434,1
5.149,2
6.863,60
8.577,2
10.291,1
12.006,2
13.72,3
15.434,5
17.149,3
18.863,2
20.577,1
22.291,3
24.006,2
25.72,3
27.434,1
29.149,6
30.863,3
32.577,2
34.291,1
36.006,3
37.72,2
39.434,1
41.149,60
42.863,5
44.577,3
46.291,2
48.006,1
49.72,3
51.434,2
53.149,1
54.863,60
56.577,2
58.291,1
60.006,2
61.72,60
63.434,2
65.149,1
66.863,2
68.577,3
70.291,5
72.006,3
73.72,2
75.434,1
77.149,3
78.863,2
80.577,3
82.291,1
84.006,6
85.72,3
87.434,2
89.149,1
90.863,3
92.577,2
94.291,1
96.006,60
97.72,5
99.434,3
101.149,2
102.863,1
104.577,3
106.291,2
108.006,1
109.72,60
