3.223,2
6.423,3
9.623,2
12.823,1
16.023,3
19.223,2
22.423,1
25.623,60
28.823,2
32.023,3
35.223,2
38.423,1
40.023,60
41.623,1
43.223,2
44.823,3
46.423,5
48.023,6
49.623,5
51.223,3
54.423,6
57.623,11
60.823,3
64.023,2
67.223,6
70.423,3
73.623,2
76.823,1
80.023,3
83.223,5
86.423,3
89.623,2
92.823,5
96.023,3
99.223,2
102.423,1
105.623,6
108.823,6
112.023,1
115.223,2
118.423,6
121.623,3
124.823,2
128.023,1
131.223,3
134.423,5
137.623,3
140.823,2
147.223,1
150.423,2
153.623,60
156.823,5
160.023,3
163.223,5
166.423,3
169.623,11
172.823,6
176.023,2
179.223,1
182.423,3
185.623,5
188.823,3
192.023,2
198.423,1
201.623,2
204.823,60
