0.815,2
1.615,1
2.415,2
3.215,60
4.015,2
4.815,1
5.615,2
6.415,3
7.215,5
8.015,3
8.815,2
9.615,1
10.415,3
11.215,2
12.015,3
12.815,1
13.615,6
14.415,3
15.215,2
16.015,1
16.815,3
17.615,2
18.415,1
19.215,60
20.015,5
20.815,3
21.615,2
22.415,1
23.215,3
24.015,2
24.815,1
25.615,60
26.415,2
27.215,1
28.015,2
28.815,60
29.615,2
30.415,1
31.215,2
32.015,3
32.815,5
33.615,3
34.415,2
35.215,1
36.015,3
36.815,2
37.615,3
38.415,1
39.215,6
40.015,3
40.815,2
41.615,1
42.415,3
43.215,2
44.015,1
44.815,60
45.615,5
46.415,3
47.215,2
48.015,1
48.815,3
49.615,2
50.415,1
51.215,60
52.015,2
52.815,1
53.615,2
54.415,60
55.215,2
56.015,1
56.815,2
57.615,3
58.415,5
59.215,3
60.015,2
60.815,1
61.615,3
62.415,2
63.215,3
64.015,1
64.815,6
65.615,3
66.415,2
67.215,1
68.015,3
68.815,2
69.615,1
70.415,60
71.215,5
72.015,3
72.815,2
73.615,1
74.415,3
75.215,2
76.015,1
76.815,60
77.615,2
78.415,1
79.215,2
80.015,60
80.815,2
81.615,1
82.415,2
83.215,3
84.015,5
84.815,3
85.615,2
86.415,1
87.215,3
88.015,2
88.815,3
89.615,1
90.415,6
91.215,3
92.015,2
92.815,1
93.615,3
94.415,2
95.215,1
96.015,60
96.815,5
97.615,3
98.415,2
99.215,1
100.015,3
100.815,2
101.615,1
102.415,60
