0.434,2
1.292,1
2.148,2
3.005,60
3.863,2
4.721,1
5.578,2
6.436,3
7.296,5
8.153,3
9.01,2
9.868,1
10.725,3
11.583,2
12.44,3
13.297,1
14.155,6
15.012,3
15.87,2
16.727,1
17.584,3
18.442,2
19.299,1
20.157,60
21.014,5
21.871,3
22.729,2
23.586,1
24.444,3
25.301,2
26.158,1
27.016,60
27.873,2
28.731,1
29.588,2
30.445,60
31.303,2
32.16,1
33.018,2
33.875,3
34.732,5
35.59,3
36.447,2
37.305,1
38.162,3
39.019,2
39.877,3
40.734,1
41.592,6
42.449,3
43.306,2
44.164,1
45.021,3
45.879,2
46.736,1
47.593,60
48.451,5
49.308,3
50.166,2
51.023,1
51.88,3
52.738,2
53.595,1
54.453,60
55.31,2
56.167,1
57.025,2
57.882,60
58.74,2
59.597,1
60.454,2
61.312,3
62.169,5
63.027,3
63.884,2
64.741,1
65.599,3
66.456,2
67.314,3
68.171,1
69.028,6
69.886,3
70.743,2
71.601,1
72.458,3
73.315,2
74.173,1
75.03,60
75.888,5
76.745,3
77.602,2
78.46,1
79.317,3
80.175,2
81.032,1
81.889,60
