0.011,11
0.226,6
0.439,5
0.649,3
0.868,11
1.083,6
1.296,5
1.507,3
1.725,11
1.940,6
2.154,5
2.363,3
2.582,11
2.797,6
3.011,5
3.220,3
3.349,11
3.653,6
3.868,5
4.078,3
4.296,11
4.511,6
4.725,5
4.935,3
5.154,6
5.368,5
5.581,6
5.794,5
6.011,6
6.225,5
6.440,6
6.649,5
6.862,1
7.076,2
7.290,3
7.505,5
7.719,1
7.933,2
8.147,3
8.361,5
8.576,1
8.790,2
9.004,3
9.218,5
9.432,1
9.647,2
9.861,3
10.075,5
10.289,1
10.503,2
10.718,3
10.932,5
11.146,1
11.360,2
11.574,3
11.789,5
12.003,3
12.217,2
12.431,3
12.645,2
12.860,3
13.074,2
13.288,3
13.502,2
13.716,6
13.931,5
14.145,3
14.359,2
14.573,6
14.787,5
15.002,3
15.216,2
15.430,6
15.644,5
15.858,3
16.073,2
16.287,6
16.501,5
16.715,3
16.929,2
17.144,6
17.358,5
17.572,3
17.786,2
18.000,6
18.215,5
18.429,3
18.643,2
18.857,11
19.071,6
19.286,11
19.500,6
19.714,11
19.928,6
20.142,11
20.357,6
20.571,2
20.785,3
20.999,5
21.213,6
21.428,2
21.642,3
21.856,5
22.070,6
22.284,2
22.499,3
22.713,5
22.927,6
23.141,2
23.355,3
23.570,5
23.784,6
23.998,2
24.212,3
24.426,5
24.641,6
24.855,2
25.069,3
25.283,5
25.497,6
25.712,5
25.926,3
26.140,5
26.354,3
26.568,5
26.783,3
26.997,5
27.211,3
27.425,11
27.639,6
27.854,5
28.068,3
28.282,11
28.496,6
28.710,5
28.925,3
29.139,11
29.353,6
29.567,5
29.781,3
29.996,11
30.210,6
30.424,5
30.638,3
30.852,11
31.067,6
31.281,5
31.495,3
31.709,11
31.923,6
32.138,5
32.352,3
32.566,6
32.780,5
32.994,6
33.209,5
33.423,6
33.637,5
33.851,6
34.065,5
34.280,1
34.494,2
34.708,3
34.922,5
35.136,1
35.351,2
35.565,3
35.779,5
35.993,1
36.207,2
36.422,3
36.636,5
36.850,1
37.064,2
37.278,3
37.493,5
37.707,1
37.921,2
38.135,3
38.349,5
38.564,1
38.778,2
38.992,3
39.206,5
39.420,3
39.635,2
39.849,3
40.063,2
40.277,3
40.491,2
40.706,3
40.920,2
41.134,6
41.348,5
41.562,3
41.777,2
41.991,6
42.205,5
42.419,3
42.633,2
42.848,6
43.062,5
43.276,3
43.490,2
43.704,6
43.919,5
44.133,3
44.347,2
44.561,6
44.775,5
44.990,3
45.204,2
45.418,6
45.632,5
45.846,3
46.061,2
46.275,11
46.489,6
46.703,11
46.917,6
47.132,11
47.346,6
47.560,11
47.774,6
47.988,2
48.203,3
48.417,5
48.631,6
48.845,2
49.059,3
49.274,5
49.488,6
49.702,2
49.916,3
50.130,5
50.345,6
50.559,2
50.773,3
50.987,5
51.201,6
51.416,2
51.630,3
51.844,5
52.058,6
52.272,2
52.487,3
52.701,5
52.915,6
53.129,5
53.343,3
53.558,5
53.772,3
53.986,5
54.200,3
54.414,5
54.629,3
54.843,11
55.057,6
55.271,5
55.485,3
55.700,11
55.914,6
56.128,5
56.342,3
56.556,11
56.771,6
56.985,5
57.199,3
57.413,11
57.627,6
57.842,5
58.056,3
58.270,11
58.484,6
58.698,5
58.913,3
59.127,11
59.341,6
59.555,5
59.769,3
59.984,6
60.198,5
60.412,6
60.626,5
60.840,6
61.055,5
61.269,6
61.483,5
61.697,1
61.911,2
62.126,3
62.340,5
62.554,1
62.768,2
62.982,3
63.197,5
63.411,1
63.625,2
63.839,3
64.053,5
64.268,1
64.482,2
64.696,3
64.910,5
65.124,1
65.339,2
65.553,3
65.767,5
65.981,1
66.195,2
66.410,3
66.624,5
66.838,3
67.052,2
67.266,3
67.481,2
67.695,3
67.909,2
68.123,3
68.337,2
68.552,6
68.766,5
68.980,3
69.194,2
69.408,6
69.623,5
69.837,3
70.051,2
70.265,6
70.479,5
70.694,3
70.908,2
71.122,6
71.336,5
71.550,3
71.765,2
71.979,6
72.193,5
72.407,3
72.621,2
72.836,6
73.050,5
73.264,3
73.478,2
73.692,11
73.907,6
74.121,11
74.335,6
74.549,11
74.763,6
74.978,11
75.192,6
75.406,2
75.620,3
75.834,5
76.049,6
76.263,2
76.477,3
76.691,5
76.905,6
77.120,2
77.334,3
77.548,5
77.762,6
77.976,2
78.191,3
78.405,5
78.619,6
78.833,2
79.047,3
79.262,5
79.476,6
79.690,2
79.904,3
80.118,5
80.333,6
80.547,5
80.761,3
80.975,5
81.189,3
81.404,5
81.618,3
81.832,5
82.046,3
