1.474,2
2.224,1
2.974,2
3.724,60
4.474,2
5.224,1
5.974,2
6.724,3
7.474,5
8.224,3
8.973,2
9.723,1
10.473,3
11.223,2
11.973,3
12.723,1
13.473,6
14.223,3
14.973,2
15.723,1
16.472,3
17.222,2
17.972,1
18.722,60
19.472,5
20.222,3
20.972,2
21.722,1
22.472,3
23.222,2
23.972,1
24.721,60
25.471,2
26.221,1
26.971,2
27.721,60
28.471,2
29.221,1
29.971,2
30.721,3
31.471,5
32.22,3
32.97,2
33.72,1
34.47,3
35.221,2
35.97,3
36.723,1
37.481,6
38.244,3
38.97,2
39.797,1
40.593,3
41.403,2
42.237,1
43.096,60
43.995,5
44.942,3
45.966,2
47.087,1
48.382,3
49.462,2
51.461,1
53.174,60
54.889,2
56.603,1
58.317,2
60.032,60
61.746,2
63.46,1
65.175,2
66.889,3
68.603,5
70.317,3
72.032,2
73.746,1
75.46,3
77.175,2
78.889,3
80.603,1
82.317,6
84.032,3
85.746,2
87.46,1
89.174,3
90.889,2
92.603,1
94.317,60
96.032,5
97.746,3
99.46,2
101.174,1
102.889,3
104.603,2
106.317,1
108.032,60
109.746,2
111.46,1
113.174,2
114.889,60
116.603,2
118.317,1
120.03,2
121.742,3
123.452,5
125.159,3
126.862,2
128.555,1
130.241,3
131.909,2
133.552,3
135.153,1
136.709,6
138.186,3
139.571,2
140.875,1
142.101,3
143.259,2
144.353,1
145.387,60
146.362,5
147.288,3
148.163,2
148.995,1
149.784,3
150.55,2
151.306,1
152.058,60
152.808,2
153.558,1
154.308,2
155.058,60
155.808,2
156.558,1
157.308,2
158.058,3
158.808,5
159.558,3
160.308,2
161.058,1
161.808,3
162.558,2
163.308,3
164.058,1
164.808,6
165.558,3
166.308,2
167.058,1
167.808,3
168.558,2
169.308,1
170.059,60
170.813,5
171.58,3
172.392,2
173.234,1
174.083,3
174.935,2
175.791,1
176.648,60
