1.292,2
3.006,1
4.721,2
6.435,60
8.153,2
9.868,1
11.582,2
13.296,3
15.011,5
16.725,3
18.44,2
20.154,1
21.868,3
23.583,2
25.297,3
27.012,1
28.726,6
30.44,3
32.155,2
33.869,1
35.584,3
37.298,2
39.012,1
40.727,60
42.441,5
44.156,3
45.87,2
47.584,1
49.299,3
51.013,2
52.728,1
54.442,60
56.156,2
57.871,1
59.585,2
61.3,60
63.014,2
64.728,1
66.443,2
68.157,3
69.872,5
71.586,3
73.3,2
75.015,1
76.729,3
78.444,2
80.158,3
81.872,1
83.587,6
85.301,3
87.016,2
88.73,1
90.444,3
92.159,2
93.873,1
95.588,60
97.302,5
99.016,3
100.731,2
102.445,1
104.16,3
105.874,2
107.588,1
109.303,60
